onset	duration	sample	trial_type	response_time	stim_file	value
1535.0200000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1535.7000000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1536.2540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1538.3080000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1540.3120000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1540.6860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1542.7400000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1543.5600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1543.9440000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1545.9960000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1547.3640000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1547.7980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1549.8500000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1551.0960000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1551.6000000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1553.6520000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1554.4640000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1555.0200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1557.0720000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1558.6600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1559.0940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1561.1460000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1563.0760000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1563.5300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1565.5820000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1567.1120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1567.6440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1569.6980000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1571.4000000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1571.8140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1573.8660000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1576.0280000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1576.4140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1578.4660000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1579.6000000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1580.1140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1582.1680000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1583.8200000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1584.2640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1586.3160000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1587.1840000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1587.5880000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1589.6400000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1592.4040000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1592.8260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1594.8800000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1598.3840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1598.8280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1600.8800000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1602.7600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1603.2260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1605.2780000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1607.8640000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1608.3460000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1610.4000000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1611.7680000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1612.2920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1614.3460000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1616.4520000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1616.9060000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1618.9580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1619.9240000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1620.2980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1622.3500000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1623.4600000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1623.9940000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1626.0460000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1627.5320000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1627.9240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1629.9780000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1631.5600000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1631.9720000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1634.0260000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1635.6680000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1636.1220000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1638.1740000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1642.2260000000	n/a	n/a	RESP: No Response	n/a	n/a	S105
1642.6140000000	n/a	n/a	FB: No Response FB	n/a	n/a	S  7
1644.6680000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1646.3720000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1646.7360000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1648.7880000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1649.4600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1649.8140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1651.8660000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1654.8880000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1655.3520000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1657.4040000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1660.1080000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1660.4800000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1662.5340000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1663.9320000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1664.3440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1666.3980000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1668.9180000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1669.3420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1671.3960000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1673.4540000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1673.8280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1675.8820000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1676.7100000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1677.2540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1679.3080000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1681.1300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1681.6840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1683.7360000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1684.8540000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1685.2880000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1687.3400000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1688.8980000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1689.4420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1691.4940000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1692.8660000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1693.3320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1695.3860000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1699.0380000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1699.3920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1701.4460000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1704.8540000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1705.3580000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1707.4120000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1708.9660000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1709.3800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1711.4340000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1712.7820000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1713.2560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1715.3080000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1716.1620000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1716.5680000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1718.6200000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1721.0580000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1721.5620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1723.6140000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1724.5260000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1724.8800000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1726.9320000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1728.4780000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1729.0340000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1731.0860000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1732.1420000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1732.5160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1734.5680000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1735.4260000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1735.9400000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1737.9920000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1738.9500000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1739.3640000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1741.4160000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1743.7220000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1744.1160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1746.1680000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1747.9100000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1748.4320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1750.4860000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1751.4700000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1751.9020000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1753.9560000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1756.5340000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1756.9480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1768.7660000000	n/a	n/a	STATUS	n/a	n/a	S203
1968.0520000000	n/a	n/a	STATUS	n/a	n/a	S205
1995.7760000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1999.0520000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1999.5780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2001.6300000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2003.3680000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2003.9200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2005.9740000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2008.0120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2008.5660000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2010.6200000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2013.1720000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2013.6160000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2015.6680000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2019.7200000000	n/a	n/a	RESP: No Response	n/a	n/a	S105
2020.1860000000	n/a	n/a	FB: No Response FB	n/a	n/a	S  7
