onset	duration	sample	trial_type	response_time	stim_file	value
1730.2800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1732.3480000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1732.7580000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1733.2660000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1735.3340000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1735.7100000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1736.1180000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1738.1860000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1739.0820000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1739.4860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1741.5560000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1742.0740000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1742.4560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1744.5240000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1745.1460000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1745.6420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1747.7100000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1749.2500000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1749.6780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1751.7460000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1753.0020000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1753.5140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1755.5820000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1757.5220000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1758.0500000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1760.1200000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1761.3940000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1761.8040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1763.8720000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1764.6500000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1765.0220000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1767.0920000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1767.8380000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1768.3080000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1770.3780000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1771.1460000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1771.5440000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1773.6140000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1774.9060000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1775.2980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1777.3660000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1777.8060000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1778.3000000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1780.3680000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1780.7460000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1781.1180000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1783.1880000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1783.5540000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1784.0200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1786.0900000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1786.9300000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1787.4240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1789.4920000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1790.5740000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1791.1260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1793.1940000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1794.2660000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1794.6620000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1796.7300000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1797.3500000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1797.8980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1799.9660000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1800.4020000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1800.8840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1802.9520000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1804.4820000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1804.9360000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1807.0060000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1808.5540000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1809.1060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1811.1760000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1812.5780000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1812.9600000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1817.3580000000	n/a	n/a	STATUS	n/a	n/a	S203
2017.1880000000	n/a	n/a	STATUS	n/a	n/a	S205
2042.4700000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2046.5360000000	n/a	n/a	RESP: No Response	n/a	n/a	S105
2047.0220000000	n/a	n/a	FB: No Response FB	n/a	n/a	S  7
2049.0900000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2051.0440000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2051.5920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2053.6600000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2055.2160000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2055.7280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2057.7980000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2058.6120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2059.1480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2061.2160000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2062.5760000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2063.0680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2065.1360000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2066.9480000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2067.3380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2069.4060000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2070.0240000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2070.3900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2072.4580000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2073.1580000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2073.5260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2075.5940000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2076.0140000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2076.5620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2078.6300000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2079.2260000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2079.5980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2081.6660000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2082.7620000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2083.3000000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2085.3680000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2086.5540000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2087.1020000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2089.1720000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2089.9220000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2090.4220000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2092.4900000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2092.9700000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2093.4580000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2095.5260000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2096.0100000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2096.4760000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2098.5460000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2100.4420000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2100.9640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2103.0320000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2103.8460000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2104.2500000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2106.3180000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2107.4140000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2107.9520000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2110.0200000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2111.1220000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2111.6880000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2113.7560000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2115.3060000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2115.7240000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2117.7940000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2118.5740000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2119.0780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2121.1460000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2122.0020000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2122.5140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2124.5820000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2125.2540000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2125.6480000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2127.7180000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2128.2580000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2128.6180000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2130.6860000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2131.9780000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2132.4700000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2134.5400000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2135.5020000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2135.9240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2137.9920000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2139.1780000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2139.7260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2141.7940000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2142.6100000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2142.9960000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2145.0640000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2146.2900000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2146.6980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2148.7660000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2150.0460000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2150.4680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2152.5360000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2153.5340000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2153.9040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2155.9720000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2157.2900000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2157.7740000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2159.8420000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2161.3060000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2161.8100000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2163.8780000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2165.4140000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2165.7960000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2167.8640000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2168.8340000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2169.2160000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2171.2840000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2172.3100000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2172.8180000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2174.8860000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2175.7900000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2176.2880000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2178.3560000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2179.1260000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2179.5900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2181.6580000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2182.8580000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2183.2420000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2185.3120000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2186.0380000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2186.4780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2188.5480000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2189.8420000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2190.3320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2192.4000000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2193.6620000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2194.0520000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2196.1200000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2196.7740000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2197.2040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2199.2720000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2200.4620000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2200.9740000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2203.0420000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2203.9300000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2204.3920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2206.4620000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2207.3660000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2207.9280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2209.9980000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2211.0260000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2211.4480000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2213.5160000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2214.7180000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2215.1840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2217.2520000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2218.2980000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2218.7860000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2220.8560000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2222.0260000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2222.4720000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2224.5420000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2225.1340000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2225.5260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2227.5940000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2228.3940000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2228.8780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2230.9460000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2231.4620000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2231.9460000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2234.0160000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2234.7540000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2235.2000000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2237.2680000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2238.2340000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2238.6360000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2240.7040000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2241.1260000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2241.4880000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2243.5560000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2244.9180000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2245.3740000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2247.4420000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2248.0740000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2248.4920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2250.5620000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2251.3700000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2251.8780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2253.9480000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2255.1620000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2255.6640000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
