onset	duration	sample	trial_type	response_time	stim_file	value
1338.9520000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1339.6880000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1340.0520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1342.1040000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1342.8600000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1343.3040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1345.3580000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1346.0680000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1346.4620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1348.5140000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1349.6520000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1350.0240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1352.0780000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1353.2320000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1353.6740000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1355.7280000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1356.5240000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1356.9780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1359.0320000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1359.7000000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1360.2120000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1362.2660000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1363.4560000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1363.8300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1365.8840000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1367.0320000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1367.5460000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1369.5980000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1370.1400000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1370.5320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1372.5860000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1373.2680000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1373.6820000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1375.7360000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1376.8640000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1377.3860000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1379.4400000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1380.6120000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1381.0260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1383.0800000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1383.7840000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1384.2260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1386.2800000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1387.2680000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1387.8120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1389.8640000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1390.4920000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1391.0360000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1393.0880000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1394.0600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1394.5340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1396.5860000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1397.4200000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1397.8840000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1399.9360000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1400.5280000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1400.9320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1402.9840000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1403.7280000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1404.2420000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1406.2940000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1407.4440000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1407.9680000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1410.0200000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1411.0080000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1411.5120000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1413.5640000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1414.7600000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1415.1120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1417.1660000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1418.0280000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1418.5720000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1420.6240000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1421.3120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1421.8640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1423.9180000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1424.4520000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1424.9140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1426.9680000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1427.5400000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1428.0140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1430.0660000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1431.0080000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1431.5220000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1433.5740000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1434.2480000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1434.7800000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1436.8340000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1437.6780000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1438.0320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1440.0860000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1441.1020000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1441.5760000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1443.6300000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1444.1540000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1444.6080000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1446.6620000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1447.5100000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1447.9940000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1450.0480000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1450.8140000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1451.1880000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1453.2420000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1453.8540000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1454.3780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1466.7000000000	n/a	n/a	STATUS	n/a	n/a	S212
1828.1240000000	n/a	n/a	STATUS	n/a	n/a	S205
1855.4120000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1856.3580000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1856.7660000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1858.8180000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1859.6260000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1860.1200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1862.1740000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1862.7100000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1863.1540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1865.2080000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1865.8820000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1866.3060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
