onset	duration	sample	trial_type	response_time	stim_file	value
1868.3580000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1869.0060000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1869.4800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1871.5340000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1872.1140000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1872.6480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1874.7020000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1875.3500000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1875.7840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1877.8360000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1878.4980000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1879.0120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1881.0640000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1881.8620000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1882.2260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1884.2800000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1884.7620000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1885.2660000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1887.3180000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1888.3340000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1888.7680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1890.8200000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1891.7140000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1892.1780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1894.2320000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1894.9060000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1895.3600000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1897.4140000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1897.9660000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1898.4800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1900.5320000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1901.1460000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1901.7000000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1903.7520000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1904.2340000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1904.7180000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1906.7700000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1907.3180000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1907.8720000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1909.9260000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1910.5700000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1911.0440000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1913.0980000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1913.5380000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1913.9520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1916.0040000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1917.0620000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1917.4260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1919.4780000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1920.1340000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1920.5680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1922.6200000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1923.6300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1924.0740000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1926.1280000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1926.7300000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1927.1320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1929.1860000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1929.8980000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1930.2900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1932.3440000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1932.9660000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1933.3500000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1935.4040000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1935.8500000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1936.3540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1938.4060000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1938.8820000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1939.3340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1941.3880000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1941.8860000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1942.3300000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1944.3820000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1944.9620000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1945.3260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1947.3780000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1947.8900000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1948.2740000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1950.3260000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1951.1580000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1951.7020000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1953.7540000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1954.6020000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1954.9760000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1957.0280000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1957.5660000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1958.0280000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1960.0820000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1960.6420000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1961.0440000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1963.0980000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1963.5900000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1964.0820000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1966.1360000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1966.7420000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1967.1160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1969.1700000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1969.9060000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1970.2600000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1972.3120000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1972.8460000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1973.3280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1975.3820000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1976.0340000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1976.4260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1978.4800000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1979.0700000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1979.5920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1981.6460000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1982.3100000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1982.8620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1984.9160000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1985.5540000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1985.9760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1988.0300000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1988.5140000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1988.9260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1990.9800000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1992.0320000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1992.3980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1994.4520000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1994.9240000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1995.4480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1997.5020000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1998.0320000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1998.3960000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2000.4500000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2001.2960000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2001.8300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2003.8840000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2004.6480000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2005.0820000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2007.1360000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2007.6680000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2008.1820000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2010.2360000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2010.8680000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2011.3620000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2013.4160000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2013.9880000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2014.4420000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2016.4940000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2017.0640000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2017.4980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2019.5500000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2019.9920000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2020.5280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2022.5800000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2023.1280000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2023.5620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2025.6160000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2026.3360000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2026.7300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2028.7840000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2029.3480000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2029.7440000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2031.7960000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2032.5320000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2032.9660000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2035.0200000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2035.5520000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2036.0460000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2038.1000000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2038.6440000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2039.1580000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2041.2120000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2041.7760000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2042.1700000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2052.6320000000	n/a	n/a	STATUS	n/a	n/a	S213
2231.8960000000	n/a	n/a	STATUS	n/a	n/a	S205
2253.6320000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2255.2140000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2255.7200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2257.7740000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2258.4340000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2258.8880000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2260.9420000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2261.4820000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2261.9860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2264.0380000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2264.6220000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2265.0560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2267.1080000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2267.9500000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2268.3440000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2270.3960000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2272.3580000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2272.8940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2274.9460000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2277.0740000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2277.5580000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2279.6100000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2280.6140000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2280.9860000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2283.0400000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2283.6300000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2284.0920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2286.1460000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2286.7420000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2287.2440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2289.2980000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2289.9660000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2290.3520000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2292.4040000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2293.0180000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2293.4500000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2295.5040000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2296.3300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2296.8540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2298.9060000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2299.7860000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2300.3300000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2302.3820000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2303.1340000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2303.5580000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2305.6100000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2306.2940000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2306.6460000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2308.7000000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2309.4460000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2309.9200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2311.9720000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2312.4580000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2312.9820000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2315.0340000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2315.4700000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2315.8340000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2317.8860000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2318.3420000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2318.8640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2320.9180000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2321.5260000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2321.9200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2323.9740000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2324.4220000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2324.8240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2326.8780000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2327.4300000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2327.8040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2329.8560000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2330.3020000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2330.8140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2332.8680000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2333.5020000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2333.9140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2335.9680000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2336.3900000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2336.8020000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2338.8560000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2339.9220000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2340.4260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2342.4800000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2343.0780000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2343.5520000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2345.6040000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2346.1100000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2346.6520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2348.7060000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2349.6100000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2350.0420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2352.0960000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2352.6420000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2353.1340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2355.1880000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2355.7300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2356.1620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2358.2160000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2358.7860000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2359.1780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2361.2320000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2361.7600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2362.1360000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2364.1900000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2364.6840000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2365.1380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2367.1920000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2367.9120000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2368.4560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2370.5100000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2371.3280000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2371.7420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2373.7960000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2374.4760000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2375.0300000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2377.0840000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2377.5320000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2378.0260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2380.0800000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2380.6400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2381.1440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2383.1980000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2383.8760000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2384.3120000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2386.3640000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2387.0400000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2387.5540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2389.6080000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2390.2560000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2390.6500000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2392.7020000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2393.6520000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2394.1860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2396.2400000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2397.2720000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2397.6780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2399.7300000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2400.2200000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2400.6140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2402.6660000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2403.2880000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2403.7020000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2405.7560000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2406.3960000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2406.8600000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2408.9120000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2409.6000000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2409.9540000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2412.0060000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2412.4400000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2412.8940000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2414.9460000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2415.5880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2416.0320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2418.0840000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2418.6480000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2419.1620000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2421.2140000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2421.8280000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2422.2320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2424.2840000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2424.7760000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2425.2620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2427.3160000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2428.0600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2428.5940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2430.6460000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2431.2040000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2431.5980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2433.6500000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2434.2360000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2434.6500000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2436.7040000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2437.3480000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2437.8120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2439.8660000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2440.3240000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2440.8280000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2442.8820000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2443.6600000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2444.2040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2486.3120000000	n/a	n/a	TESTING: E-F	n/a	n/a	S 34
2487.2040000000	n/a	n/a	TESTING: Right Press, Incorrect	n/a	n/a	S  4
2488.2580000000	n/a	n/a	TESTING: F-E	n/a	n/a	S 43
2489.1480000000	n/a	n/a	TESTING: Left Press, Incorrect	n/a	n/a	S  3
2490.2020000000	n/a	n/a	TESTING: E-C	n/a	n/a	S 32
2491.9120000000	n/a	n/a	TESTING: Right Press, Correct	n/a	n/a	S  2
2492.9660000000	n/a	n/a	TESTING: B-D	n/a	n/a	S 65
2494.0320000000	n/a	n/a	TESTING: Right Press, Correct	n/a	n/a	S  2
2495.0880000000	n/a	n/a	TESTING: D-E	n/a	n/a	S 53
2495.6760000000	n/a	n/a	TESTING: Left Press, Incorrect	n/a	n/a	S  3
2496.7300000000	n/a	n/a	TESTING: B-F	n/a	n/a	S 64
2497.5080000000	n/a	n/a	TESTING: Right Press, Correct	n/a	n/a	S  2
2498.5620000000	n/a	n/a	TESTING: C-F	n/a	n/a	S 24
2499.2520000000	n/a	n/a	TESTING: Right Press, Incorrect	n/a	n/a	S  4
2500.3040000000	n/a	n/a	TESTING: E-D	n/a	n/a	S 35
2501.1680000000	n/a	n/a	TESTING: Right Press, Incorrect	n/a	n/a	S  4
2502.2220000000	n/a	n/a	TESTING: C-B	n/a	n/a	S 26
2502.9920000000	n/a	n/a	TESTING: Left Press, Correct	n/a	n/a	S  1
2504.0440000000	n/a	n/a	TESTING: F-C	n/a	n/a	S 42
2504.8880000000	n/a	n/a	TESTING: Left Press, Incorrect	n/a	n/a	S  3
2505.9420000000	n/a	n/a	TESTING: A-E	n/a	n/a	S 13
2506.7040000000	n/a	n/a	TESTING: Left Press, Correct	n/a	n/a	S  1
2507.7580000000	n/a	n/a	TESTING: C-B	n/a	n/a	S 26
