onset	duration	sample	trial_type	response_time	stim_file	value
1244.3520000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1245.0900000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1245.4720000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1247.5260000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1248.1620000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1248.6340000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1250.6880000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1253.6380000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1254.0800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1256.1340000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1257.5660000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1257.9680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1260.0220000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1261.6820000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1262.0740000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1264.1280000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1266.3180000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1266.7600000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1268.8140000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1269.4420000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1269.9060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1271.9600000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1273.2940000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1273.7160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1275.7700000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1276.4540000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1276.8260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1278.8800000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1282.4380000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1282.9920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1285.0460000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1286.1240000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1286.5580000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1288.6120000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1289.0880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1289.5320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1291.5840000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1292.2960000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1292.6900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1294.7440000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1295.6040000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1296.0980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1298.1500000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1299.0320000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1299.5580000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1301.6120000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1303.1360000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1303.6400000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1305.6940000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1306.2960000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1306.8200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1308.8720000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1309.5040000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1310.0100000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1312.0620000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1312.8080000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1313.2520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1315.3040000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1315.9600000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1316.3440000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1318.3980000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1319.8960000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1320.4200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1322.4720000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1323.3600000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1323.9040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1325.9560000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1327.0520000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1327.6060000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1329.6580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1331.2320000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1331.6160000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1333.6680000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1334.5240000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1335.0700000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1337.1240000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1338.5400000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1339.0640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1341.1180000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1341.6560000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1342.1300000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1344.1820000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1344.9760000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1345.3800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1347.4320000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1348.0600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1348.5040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1350.5580000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1351.1920000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1351.7140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1353.7680000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1354.1960000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1354.6100000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1356.6640000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1357.2000000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1357.5740000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1359.6260000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1360.3120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1360.7540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1362.8080000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1363.3880000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1363.8620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1365.9140000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1366.4760000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1366.8400000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1368.8940000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1370.0720000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1370.5460000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1372.5980000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1373.5040000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1373.8660000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1375.9200000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1376.3840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1376.7760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1378.8300000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1379.8640000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1380.2980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1382.3520000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1383.2120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1383.6840000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1385.7380000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1386.5360000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1386.9200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1388.9720000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1389.4520000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1389.9240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1391.9780000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1392.7360000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1393.1480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1395.2020000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1395.6480000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1396.1400000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1398.1940000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1398.9440000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1399.4660000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1401.5200000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1402.0240000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1402.4800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1404.5320000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1405.0640000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1405.4160000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1407.4700000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1408.1280000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1408.6600000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1410.7140000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1413.1520000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1413.6160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1415.6700000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1416.1840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1416.5360000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1418.5900000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1420.4400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1420.8420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1422.8960000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1423.8000000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1424.1520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1426.2060000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1427.0920000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1427.5240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1429.5780000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1430.3320000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1430.7040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1432.7580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1433.2760000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1433.8280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1435.8820000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1436.8960000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1437.2480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1446.0800000000	n/a	n/a	STATUS	n/a	n/a	S202
1647.1060000000	n/a	n/a	STATUS	n/a	n/a	S205
1663.8740000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1666.2700000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1666.6940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1668.7480000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1669.6640000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1670.0880000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1672.1420000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1673.5880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1674.0620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1676.1140000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1676.6640000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1677.1900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1679.2440000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1679.9120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1680.3260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1682.3800000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1683.1520000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1683.5060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1685.5580000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1686.1200000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1686.4940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1688.5480000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1689.6440000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1690.0780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1692.1320000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1692.7280000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1693.1220000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1695.1740000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1695.8120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1696.3160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1698.3680000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1699.5480000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1700.0140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1702.0680000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1702.7440000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1703.2680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1705.3200000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1706.0040000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1706.3680000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1708.4220000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1709.3680000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1709.8520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1711.9040000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1712.4800000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1713.0240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1715.0760000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1716.0600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1716.5140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1718.5660000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1719.5720000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1719.9860000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1722.0380000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1722.5520000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1722.9560000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1725.0080000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1725.4840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1725.9880000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1728.0400000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1728.7040000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1729.1580000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1731.2100000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1731.9680000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1732.4000000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1734.4540000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1735.0720000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1735.5680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1737.6200000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1738.4000000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1738.8540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1740.9060000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1741.5040000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1742.0580000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1744.1100000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1745.2000000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1745.6740000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1747.7280000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1748.4480000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1748.8300000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1750.8840000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1751.3920000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1751.7840000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1753.8380000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1754.5440000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1755.0380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1757.0900000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1757.7360000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1758.1200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1760.1720000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1760.9480000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1761.3120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1763.3640000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1763.9240000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1764.3860000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1766.4400000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1766.8240000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1767.2060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1769.2600000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1770.0400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1770.4120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1772.4660000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1773.0560000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1773.4800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1775.5340000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1776.0840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1776.5560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1778.6100000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1779.2640000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1779.7980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1781.8500000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1782.7200000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1783.0920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1785.1460000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1785.7080000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1786.1120000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1788.1640000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1788.6560000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1789.1300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1791.1820000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1792.4120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1792.8740000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1794.9280000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1795.8240000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1796.2980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1798.3500000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1798.8440000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1799.2960000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1801.3500000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1802.2400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1802.6620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1804.7160000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1805.2840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1805.6360000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1807.6900000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1808.3520000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1808.8840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1810.9380000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1811.4240000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1811.9660000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1814.0200000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1815.0560000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1815.5980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1817.6520000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1818.1120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1818.6440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1820.6960000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1821.1780000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1821.6640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1823.7180000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1824.1780000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1824.6820000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1826.7360000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1827.4460000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1827.9120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1829.9640000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1830.7500000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1831.2540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1833.3060000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1833.8020000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1834.1780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1836.2300000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1836.7220000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1837.1860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1839.2400000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1840.0940000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1840.5280000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1842.5820000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1843.0620000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1843.4760000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1845.5300000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1846.1940000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1846.6200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1848.6720000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1849.3900000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1849.8040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1851.8580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1852.4060000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1852.8300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1854.8820000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1855.4780000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1855.9020000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1864.8380000000	n/a	n/a	STATUS	n/a	n/a	S201
2016.4000000000	n/a	n/a	STATUS	n/a	n/a	S205
2033.1800000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
2035.3940000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2035.9360000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2037.9900000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2039.9160000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2040.4700000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2042.5240000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
2044.4560000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
2044.9620000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2047.0160000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
2047.6560000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
2048.1600000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2050.2140000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2051.2840000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2051.8380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2053.8900000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2055.3040000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2055.7880000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2057.8420000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
2059.3920000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
2059.7760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
2061.8280000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
2062.4000000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2062.9240000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
2064.9780000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
2066.5160000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
2066.9800000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
