onset	duration	sample	trial_type	response_time	stim_file	value
1005.0500000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1011.3160000000	n/a	n/a	STATUS	n/a	n/a	S203
1210.6040000000	n/a	n/a	STATUS	n/a	n/a	S205
1226.2160000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1230.2680000000	n/a	n/a	RESP: No Response	n/a	n/a	S105
1230.6340000000	n/a	n/a	FB: No Response FB	n/a	n/a	S  7
1232.6900000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1233.9740000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1234.4200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1236.4740000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1237.6540000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1238.1080000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1240.1600000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1241.8660000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1242.2980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
