onset	duration	sample	trial_type	response_time	stim_file	value
448.3280000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
449.0140000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
449.4960000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
451.5640000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
452.7820000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
453.2480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
455.3180000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
455.9780000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
456.3680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
460.8380000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
462.0740000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
462.5880000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
464.6580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
465.5620000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
466.0920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
468.1600000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
469.0340000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
469.4280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
471.4960000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
472.3020000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
472.8640000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
474.9320000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
475.9300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
476.3000000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
478.3680000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
479.0820000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
479.5520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
481.6200000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
482.5140000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
483.0220000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
485.0900000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
485.9700000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
486.4240000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
488.4920000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
489.2860000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
489.8440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
491.9120000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
492.5260000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
493.0280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
495.0980000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
495.9500000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
496.3320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
498.4000000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
499.1300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
499.6500000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
501.7200000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
502.7660000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
503.3360000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
505.4060000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
506.0020000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
506.4720000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
508.5420000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
509.2980000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
509.6920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
511.7600000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
512.4900000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
513.0600000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
515.1300000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
516.0300000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
516.4960000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
518.5660000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
519.2300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
519.6000000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
521.6680000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
522.2060000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
522.6680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
524.7360000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
525.4780000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
526.0040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
528.0720000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
528.9140000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
529.4400000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
531.5080000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
532.5900000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
533.1100000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
535.1780000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
535.9980000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
536.4780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
538.5480000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
539.3100000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
539.7640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
541.8340000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
542.4860000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
542.9840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
545.0520000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
546.0020000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
546.4200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
548.4880000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
549.3260000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
549.8560000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
551.9240000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
553.0940000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
553.5260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
555.5940000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
556.2740000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
556.8120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
558.8800000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
559.6620000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
560.1800000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
562.2480000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
562.9580000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
563.4320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
565.5020000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
566.1680000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
566.5520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
568.6200000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
569.1720000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
569.5540000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
571.6220000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
572.2880000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
572.7400000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
574.8080000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
575.4240000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
575.9100000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
577.9780000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
578.6240000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
579.0780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
581.1460000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
582.8880000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
583.3980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
585.4660000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
586.4720000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
586.9180000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
588.9860000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
589.6160000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
590.0040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
592.0720000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
593.1320000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
593.6220000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
595.6920000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
596.8680000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
597.3760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
599.4440000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
600.5560000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
600.9780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
603.0460000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
603.7120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
604.1800000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
606.2500000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
606.9240000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
607.4160000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
609.4860000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
610.1080000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
610.6180000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
612.6880000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
613.2840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
613.8040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
615.8740000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
616.6480000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
617.0900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
619.1600000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
619.8840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
620.2940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
622.3620000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
623.3120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
623.7800000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
625.8480000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
626.5360000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
626.9480000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
629.0160000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
629.9800000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
630.5340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
632.6040000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
633.2920000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
633.6700000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
635.7380000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
636.6840000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
637.1900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
639.2580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
639.9440000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
640.5080000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
642.5780000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
643.7080000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
644.2120000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
646.2800000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
646.9880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
647.4300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
649.5000000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
650.1840000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
650.7340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
652.8020000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
653.8280000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
654.2020000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
656.2720000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
657.1400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
657.6220000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
659.6900000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
660.3800000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
660.8240000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
684.4600000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
685.3120000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
685.8260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
687.8960000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
689.2320000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
689.7120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
691.7820000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
693.1960000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
693.7160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
695.7840000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
696.9320000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
697.3680000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
699.4380000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
700.5720000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
701.0040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
703.0740000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
704.0040000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
704.3740000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
706.4420000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
707.6960000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
708.1940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
710.2620000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
711.0400000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
711.5800000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
713.6480000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
714.5080000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
