onset	duration	sample	trial_type	response_time	stim_file	value
317.4020000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
319.4720000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
320.6320000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
321.1380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
323.2080000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
324.4320000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
324.9740000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
327.0440000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
328.0720000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
328.4440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
330.5120000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
331.3080000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
331.7460000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
333.8160000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
336.2680000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
336.8180000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
338.8860000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
339.8840000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
340.2860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
342.3560000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
344.0400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
344.5900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
346.6580000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
347.4960000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
347.9420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
350.0120000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
351.8200000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
352.2620000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
354.3320000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
355.1400000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
355.6320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
357.7000000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
359.6560000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
360.2020000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
362.2700000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
364.0040000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
364.5720000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
366.6400000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
367.7920000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
368.1580000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
370.2260000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
370.8880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
371.3440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
373.4120000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
376.1320000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
376.5300000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
378.6000000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
382.4480000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
382.8200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
384.8880000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
386.0640000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
386.6220000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
388.6900000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
389.8040000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
390.3080000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
392.3760000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
393.9920000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
394.4440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
396.5140000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
399.6760000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
400.2160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
402.2840000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
403.5160000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
403.8860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
405.9540000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
406.9080000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
407.4380000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
409.5060000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
410.6560000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
411.0240000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
413.0920000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
414.2160000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
414.7260000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
416.7960000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
418.5320000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
419.0640000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
421.1320000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
422.2600000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
422.7000000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
424.7680000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
426.1240000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
426.5200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
428.5880000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
429.8000000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
430.2060000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
432.2740000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
436.3400000000	n/a	n/a	RESP: No Response	n/a	n/a	S105
436.7280000000	n/a	n/a	FB: No Response FB	n/a	n/a	S  7
438.7960000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
439.5680000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
440.0620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
442.1320000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
443.7280000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
444.1160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
446.1840000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
447.5200000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
448.0020000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
450.0720000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
453.1160000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
453.5060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
455.5760000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
459.5460000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
459.9120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
461.9800000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
463.4140000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
463.9140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
465.9840000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
467.2500000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
467.7340000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
469.8020000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
471.6460000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
472.0380000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
474.1060000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
476.4700000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
476.9420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
479.0100000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
481.1660000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
481.5780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
483.6460000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
484.8020000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
485.3320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
487.4000000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
488.3860000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
488.8840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
490.9520000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
493.8580000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
494.3380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
496.4060000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
497.7420000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
498.2740000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
500.3420000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
501.6940000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
502.2440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
504.3120000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
506.6500000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
507.1480000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
509.2160000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
511.0300000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
511.4340000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
513.5040000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
517.5700000000	n/a	n/a	RESP: No Response	n/a	n/a	S105
517.9560000000	n/a	n/a	FB: No Response FB	n/a	n/a	S  7
520.0240000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
521.0820000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
521.5580000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
541.9420000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
542.8060000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
543.3600000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
545.4280000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
546.2620000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
546.6280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
548.6960000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
550.1940000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
550.5640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
552.6340000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
554.3300000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
554.8680000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
556.9360000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
558.0580000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
558.4380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
560.5060000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
561.5340000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
561.9060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
563.9760000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
565.1940000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
565.7260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
567.7940000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
568.3620000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
568.8620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
570.9300000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
572.2100000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
572.6820000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
574.7500000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
575.6140000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
576.0000000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
578.0700000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
579.6540000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
580.1200000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
582.1900000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
582.9500000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
583.4220000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
585.4920000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
586.2900000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
586.7080000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
588.7780000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
590.1500000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
590.6780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
592.7480000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
594.4940000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
594.9160000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
596.9840000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
597.8780000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
598.3340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
600.4020000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
601.7820000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
602.2880000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
604.3560000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
605.0500000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
605.4900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
607.5580000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
608.7180000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
609.1600000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
611.2280000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
613.0380000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
613.4300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
615.4980000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
616.2900000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
616.8320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
618.9000000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
620.0620000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
620.5020000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
622.5700000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
623.8900000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
624.3700000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
626.4400000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
627.1260000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
627.6900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
629.7580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
630.5340000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
631.0420000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
633.1120000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
634.1100000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
634.5780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
636.6480000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
637.6080000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
637.9820000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
640.0500000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
640.7280000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
641.2840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
643.3520000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
644.7360000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
645.2540000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
647.3220000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
648.3800000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
648.8240000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
650.8920000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
651.4200000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
651.9920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
654.0600000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
654.6720000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
655.2440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
657.3140000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
658.0200000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
658.4300000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
660.5000000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
661.1600000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
661.6500000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
663.7180000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
664.6120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
665.1680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
667.2380000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
667.8920000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
668.2720000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
670.3400000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
671.2320000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
671.7900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
673.8600000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
674.8560000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
675.2760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
677.3460000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
677.9680000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
678.5120000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
680.5820000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
681.1240000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
681.5820000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
683.6500000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
684.3400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
684.7180000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
686.7860000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
687.3480000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
687.8360000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
689.9040000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
690.6480000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
691.1380000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
693.2080000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
693.8880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
694.3420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
696.4100000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
697.3280000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
697.7280000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
699.7960000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
700.3400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
700.8960000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
702.9640000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
703.5720000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
704.0980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
706.1680000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
706.8280000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
707.2340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
709.3040000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
709.8880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
710.3860000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
712.4560000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
713.2880000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
713.6900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
715.7580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
716.6480000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
717.1080000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
719.1780000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
719.7520000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
720.2440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
722.3140000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
722.8760000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
723.4460000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
725.5160000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
726.1040000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
726.6500000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
728.7180000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
729.5040000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
729.9520000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
732.0200000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
732.7240000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
733.2040000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
735.2740000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
735.9240000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
736.3240000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
738.3920000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
738.9480000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
739.4260000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
741.4940000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
742.4120000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
742.7780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
744.8480000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
745.5720000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
746.0300000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
769.6320000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
770.7960000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
771.3340000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
773.4020000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
774.0120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
774.4020000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
776.4720000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
777.3040000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
777.6720000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
779.7400000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
780.3840000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
780.7900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
782.8600000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
783.5440000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
783.9760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
786.0460000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
787.2120000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
787.6620000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
789.7320000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
790.4200000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
790.9820000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
793.0500000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
793.8320000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
794.2180000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
796.2860000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
796.9000000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
797.4700000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
